"actor_imdb_id","actor_name","production_imdb_id","production_title","character"
"nm0000676","Chris Tucker","tt0266915","Rush Hour 2","James Carter"
"nm0518821","John Lone","tt0266915","Rush Hour 2","Ricky Tan"
"nm0761052","Roselyn Sánchez","tt0266915","Rush Hour 2","Isabella Molina"
"nm0000329","Jackie Chan","tt0293564","Rush Hour 3","Yan Naing Lee"
"nm0000676","Chris Tucker","tt0293564","Rush Hour 3","James Carter"
"nm0760796","Hiroyuki Sanada","tt0293564","Rush Hour 3","Kenji"
"nm0001884","Max von Sydow","tt0293564","Rush Hour 3","Varden Reynard"
"nm0858686","Dave Thomas","tt0086373","Strange Brew","Doug McKenzie"
"nm0001548","Rick Moranis","tt0086373","Strange Brew","Bob McKenzie"
"nm0001884","Max von Sydow","tt0086373","Strange Brew","Brewmeister Smith"
"nm0233209","Paul Dooley","tt0086373","Strange Brew","Claude Elsinore"
"nm0341289","Lynne Griffin","tt0086373","Strange Brew","Pam Elsinore"
"nm0000169","Tommy Lee Jones","tt0119654","Men in Black","Kay"
"nm0000226","Will Smith","tt0119654","Men in Black","Jay"
"nm0000400","Linda Fiorentino","tt0119654","Men in Black","Laurel"
"nm0000352","Vincent D'Onofrio","tt0119654","Men in Black","Edgar"
"nm0001800","Rip Torn","tt0119654","Men in Black","Zed"
"nm0001724","Tony Shalhoub","tt0119654","Men in Black","Jeebs"
"nm0000169","Tommy Lee Jones","tt0120912","Men in Black II","Kay"
"nm0000226","Will Smith","tt0120912","Men in Black II","Jay"
"nm0001800","Rip Torn","tt0120912","Men in Black II","Zed"
"nm0001223","Lara Flynn Boyle","tt0120912","Men in Black II","Serleena"
"nm0424216","Johnny Knoxville","tt0120912","Men in Black II","Scrad / Charlie"
"nm0206257","Rosario Dawson","tt0120912","Men in Black II","Laura Vasquez"
"nm0001724","Tony Shalhoub","tt0120912","Men in Black II","Jeebs"
"nm0911320","Patrick Warburton","tt0120912","Men in Black II","Agent Tee"
"nm0000226","Will Smith","tt1409024","Men in Black 3","Agent J"
"nm0000169","Tommy Lee Jones","tt1409024","Men in Black 3","Agent K"
"nm0000982","Josh Brolin","tt1409024","Men in Black 3","Young Agent K"
"nm1318596","Jemaine Clement","tt1409024","Men in Black 3","Boris The Animal"
"nm0000668","Emma Thompson","tt1409024","Men in Black 3","Agent O"
"nm0000354","Matt Damon","tt0258463","The Bourne Identity","Jason Bourne"
"nm0004376","Franka Potente","tt0258463","The Bourne Identity","Marie Helena Kreutz"
"nm0177933","Chris Cooper","tt0258463","The Bourne Identity","Alexander Conklin"
"nm0654110","Clive Owen","tt0258463","The Bourne Identity","The Professor"
"nm0004051","Brian Cox","tt0258463","The Bourne Identity","Ward Abbott"
"nm0005466","Julia Stiles","tt0258463","The Bourne Identity","Nicky Parsons"
"nm0000354","Matt Damon","tt0372183","The Bourne Supremacy","Jason Bourne"
"nm0004376","Franka Potente","tt0372183","The Bourne Supremacy","Marie Helene Kreutz"
"nm0004051","Brian Cox","tt0372183","The Bourne Supremacy","Ward Abbott"
"nm0005466","Julia Stiles","tt0372183","The Bourne Supremacy","Nicky Parsons"
"nm0881631","Karl Urban","tt0372183","The Bourne Supremacy","Kirill"
"nm0000354","Matt Damon","tt0440963","The Bourne Ultimatum","Jason Bourne"
"nm0005466","Julia Stiles","tt0440963","The Bourne Ultimatum","Nicky Parsons"
"nm0000657","David Strathairn","tt0440963","The Bourne Ultimatum","Noah Vosen"
"nm0001277","Scott Glenn","tt0440963","The Bourne Ultimatum","CIA Director Ezra Kramer"
"nm0719637","Jeremy Renner","tt1194173","The Bourne Legacy","Aaron Cross"
"nm0001838","Rachel Weisz","tt1194173","The Bourne Legacy","Dr. Marta Shearing"
"nm0001570","Edward Norton","tt1194173","The Bourne Legacy","Byer"
"nm0005078","Stacy Keach","tt1194173","The Bourne Legacy","Turso"
